#,Category,Term,Slug,Current Default Source(s),Your Verified Source URL,Your Notes
142,Insurance,Loan-to-Value Ratio (LTV),loan-to-value-ratio-ltv,"Insurance Act (RSBC 2012, c. 1) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/12001_01 | Financial Institutions Act (RSBC 1996, c. 141) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96141_01 | Insurance Council of British Columbia — https://www.insurancecouncilofbc.com | Insurance Bureau of Canada (IBC) — https://www.ibc.ca",,
143,Insurance,Manufactured Home,manufactured-home,"Manufactured Home Act (RSBC 1996, c. 280) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96280_01",,
144,Insurance,Mold,mold,"Insurance Act (RSBC 2012, c. 1) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/12001_01 | Financial Institutions Act (RSBC 1996, c. 141) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96141_01 | Insurance Council of British Columbia — https://www.insurancecouncilofbc.com | Insurance Bureau of Canada (IBC) — https://www.ibc.ca",,
145,Insurance,Mortgage Payment,mortgage-payment,"Insurance Act (RSBC 2012, c. 1) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/12001_01 | Financial Institutions Act (RSBC 1996, c. 141) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96141_01 | Insurance Council of British Columbia — https://www.insurancecouncilofbc.com | Insurance Bureau of Canada (IBC) — https://www.ibc.ca",,
146,Insurance,Polybutylene (Poly-B) Piping,polybutylene-poly-b-piping,"Insurance Act (RSBC 2012, c. 1) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/12001_01 | Financial Institutions Act (RSBC 1996, c. 141) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96141_01 | Insurance Council of British Columbia — https://www.insurancecouncilofbc.com | Insurance Bureau of Canada (IBC) — https://www.ibc.ca",,
147,Insurance,Replacement Cost,replacement-cost,"Insurance Act (RSBC 2012, c. 1) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/12001_01 | Financial Institutions Act (RSBC 1996, c. 141) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96141_01 | Insurance Council of British Columbia — https://www.insurancecouncilofbc.com | Insurance Bureau of Canada (IBC) — https://www.ibc.ca",,
148,Insurance,Replacement Cost Coverage,replacement-cost-coverage,"Insurance Act (RSBC 2012, c. 1) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/12001_01 | Financial Institutions Act (RSBC 1996, c. 141) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96141_01 | Insurance Council of British Columbia — https://www.insurancecouncilofbc.com | Insurance Bureau of Canada (IBC) — https://www.ibc.ca",,
149,Insurance,Sewer Backup Coverage,sewer-backup-coverage,"Insurance Act (RSBC 2012, c. 1) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/12001_01 | Financial Institutions Act (RSBC 1996, c. 141) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96141_01 | Insurance Council of British Columbia — https://www.insurancecouncilofbc.com | Insurance Bureau of Canada (IBC) — https://www.ibc.ca",,
150,Insurance,Title Insurance,title-insurance,"Insurance Act (RSBC 2012, c. 1) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/12001_01 | Insurance Bureau of Canada (IBC) — https://www.ibc.ca | Land Title and Survey Authority of BC (LTSA) — https://ltsa.ca",,
151,Insurance,Title Search,title-search,"Insurance Act (RSBC 2012, c. 1) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/12001_01 | Financial Institutions Act (RSBC 1996, c. 141) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96141_01 | Insurance Council of British Columbia — https://www.insurancecouncilofbc.com | Insurance Bureau of Canada (IBC) — https://www.ibc.ca",,
152,Insurance,Uninsured / Conventional Mortgage,uninsured-conventional-mortgage,"Insurance Act (RSBC 2012, c. 1) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/12001_01 | Financial Institutions Act (RSBC 1996, c. 141) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96141_01 | Insurance Council of British Columbia — https://www.insurancecouncilofbc.com | Insurance Bureau of Canada (IBC) — https://www.ibc.ca",,
153,Insurance,Vacancy Insurance,vacancy-insurance,"Insurance Act (RSBC 2012, c. 1) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/12001_01 | Financial Institutions Act (RSBC 1996, c. 141) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96141_01 | Insurance Council of British Columbia — https://www.insurancecouncilofbc.com | Insurance Bureau of Canada (IBC) — https://www.ibc.ca",,
154,Land & Zoning,Access Easement,access-easement,"Local Government Act (RSBC 2015, c. 1) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/r15001_00 | Community Charter (SBC 2003, c. 26) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/03026_00 | BC Government — Local Government Land Use & Zoning — https://www2.gov.bc.ca/gov/content/governments/local-governments/planning-land-use | Agricultural Land Commission (ALC) — https://www.alc.gov.bc.ca",,
155,Land & Zoning,Acreage,acreage,"Local Government Act (RSBC 2015, c. 1) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/r15001_00 | Community Charter (SBC 2003, c. 26) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/03026_00 | BC Government — Local Government Land Use & Zoning — https://www2.gov.bc.ca/gov/content/governments/local-governments/planning-land-use | Agricultural Land Commission (ALC) — https://www.alc.gov.bc.ca",,
156,Land & Zoning,Agricultural Land Reserve (ALR),agricultural-land-reserve-alr,"Agricultural Land Commission Act (SBC 2002, c. 36) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/02036_01 | Agricultural Land Commission (ALC) — https://www.alc.gov.bc.ca",,
157,Land & Zoning,Backup Offer,backup-offer,"Local Government Act (RSBC 2015, c. 1) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/r15001_00 | Community Charter (SBC 2003, c. 26) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/03026_00 | BC Government — Local Government Land Use & Zoning — https://www2.gov.bc.ca/gov/content/governments/local-governments/planning-land-use | Agricultural Land Commission (ALC) — https://www.alc.gov.bc.ca",,
158,Land & Zoning,BC Building Code,bc-building-code,"BC Building Code — https://www2.gov.bc.ca/gov/content/industry/construction-industry/building-codes-standards/the-codes | Building Act (SBC 2015, c. 2) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/15002_01",,
159,Land & Zoning,Coach House,coach-house,"Local Government Act (RSBC 2015, c. 1) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/r15001_00 | Community Charter (SBC 2003, c. 26) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/03026_00 | BC Government — Local Government Land Use & Zoning — https://www2.gov.bc.ca/gov/content/governments/local-governments/planning-land-use | Agricultural Land Commission (ALC) — https://www.alc.gov.bc.ca",,
160,Land & Zoning,Community Amenity Contribution (CAC),community-amenity-contribution-cac,"Local Government Act (RSBC 2015, c. 1) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/r15001_00 | Community Charter (SBC 2003, c. 26) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/03026_00 | BC Government — Local Government Land Use & Zoning — https://www2.gov.bc.ca/gov/content/governments/local-governments/planning-land-use | Agricultural Land Commission (ALC) — https://www.alc.gov.bc.ca",,
161,Land & Zoning,Community Amenity Contributions (CAC) & Development Cost Charges (DCC),community-amenity-contributions-cac-development-cost-charges-dcc,"Local Government Act (RSBC 2015, c. 1) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/r15001_00 | Community Charter (SBC 2003, c. 26) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/03026_00 | BC Government — Local Government Land Use & Zoning — https://www2.gov.bc.ca/gov/content/governments/local-governments/planning-land-use | Agricultural Land Commission (ALC) — https://www.alc.gov.bc.ca",,
162,Land & Zoning,Covenant,covenant,"Local Government Act (RSBC 2015, c. 1) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/r15001_00 | Community Charter (SBC 2003, c. 26) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/03026_00 | BC Government — Local Government Land Use & Zoning — https://www2.gov.bc.ca/gov/content/governments/local-governments/planning-land-use | Agricultural Land Commission (ALC) — https://www.alc.gov.bc.ca",,
163,Land & Zoning,Development Cost Charges (DCC),development-cost-charges-dcc,"Local Government Act (RSBC 2015, c. 1) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/r15001_00 | Community Charter (SBC 2003, c. 26) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/03026_00 | BC Government — Local Government Land Use & Zoning — https://www2.gov.bc.ca/gov/content/governments/local-governments/planning-land-use | Agricultural Land Commission (ALC) — https://www.alc.gov.bc.ca",,
164,Land & Zoning,Development Permit,development-permit,"Local Government Act (RSBC 2015, c. 1) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/r15001_00 | Community Charter (SBC 2003, c. 26) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/03026_00 | BC Government — Local Government Land Use & Zoning — https://www2.gov.bc.ca/gov/content/governments/local-governments/planning-land-use | Agricultural Land Commission (ALC) — https://www.alc.gov.bc.ca",,
165,Land & Zoning,Drain Tile,drain-tile,"Local Government Act (RSBC 2015, c. 1) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/r15001_00 | Community Charter (SBC 2003, c. 26) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/03026_00 | BC Government — Local Government Land Use & Zoning — https://www2.gov.bc.ca/gov/content/governments/local-governments/planning-land-use | Agricultural Land Commission (ALC) — https://www.alc.gov.bc.ca",,
166,Land & Zoning,Easement,easement,"Local Government Act (RSBC 2015, c. 1) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/r15001_00 | Community Charter (SBC 2003, c. 26) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/03026_00 | BC Government — Local Government Land Use & Zoning — https://www2.gov.bc.ca/gov/content/governments/local-governments/planning-land-use | Agricultural Land Commission (ALC) — https://www.alc.gov.bc.ca",,
167,Land & Zoning,Easement (access or utility for equestrian use),easement-access-or-utility-for-equestrian-use,"Local Government Act (RSBC 2015, c. 1) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/r15001_00 | Community Charter (SBC 2003, c. 26) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/03026_00 | BC Government — Local Government Land Use & Zoning — https://www2.gov.bc.ca/gov/content/governments/local-governments/planning-land-use | Agricultural Land Commission (ALC) — https://www.alc.gov.bc.ca",,
168,Land & Zoning,Equestrian Property / Horse Property,equestrian-property-horse-property,"Local Government Act (RSBC 2015, c. 1) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/r15001_00 | Community Charter (SBC 2003, c. 26) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/03026_00 | BC Government — Local Government Land Use & Zoning — https://www2.gov.bc.ca/gov/content/governments/local-governments/planning-land-use | Agricultural Land Commission (ALC) — https://www.alc.gov.bc.ca",,
169,Land & Zoning,Heat Pump Requirements,heat-pump-requirements,"Local Government Act (RSBC 2015, c. 1) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/r15001_00 | Community Charter (SBC 2003, c. 26) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/03026_00 | BC Government — Local Government Land Use & Zoning — https://www2.gov.bc.ca/gov/content/governments/local-governments/planning-land-use | Agricultural Land Commission (ALC) — https://www.alc.gov.bc.ca",,
170,Land & Zoning,Highest and Best Use,highest-and-best-use,"Local Government Act (RSBC 2015, c. 1) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/r15001_00 | Community Charter (SBC 2003, c. 26) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/03026_00 | BC Government — Local Government Land Use & Zoning — https://www2.gov.bc.ca/gov/content/governments/local-governments/planning-land-use | Agricultural Land Commission (ALC) — https://www.alc.gov.bc.ca",,
171,Land & Zoning,Lot Size,lot-size,"Local Government Act (RSBC 2015, c. 1) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/r15001_00 | Community Charter (SBC 2003, c. 26) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/03026_00 | BC Government — Local Government Land Use & Zoning — https://www2.gov.bc.ca/gov/content/governments/local-governments/planning-land-use | Agricultural Land Commission (ALC) — https://www.alc.gov.bc.ca",,
172,Land & Zoning,Permit for equestrian facilities,permit-for-equestrian-facilities,"Local Government Act (RSBC 2015, c. 1) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/r15001_00 | Community Charter (SBC 2003, c. 26) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/03026_00 | BC Government — Local Government Land Use & Zoning — https://www2.gov.bc.ca/gov/content/governments/local-governments/planning-land-use | Agricultural Land Commission (ALC) — https://www.alc.gov.bc.ca",,
173,Land & Zoning,Restrictive covenant (equestrian-specific),restrictive-covenant-equestrian-specific,"Local Government Act (RSBC 2015, c. 1) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/r15001_00 | Community Charter (SBC 2003, c. 26) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/03026_00 | BC Government — Local Government Land Use & Zoning — https://www2.gov.bc.ca/gov/content/governments/local-governments/planning-land-use | Agricultural Land Commission (ALC) — https://www.alc.gov.bc.ca",,
174,Land & Zoning,Restrictive Covenant (Section 219),restrictive-covenant-section-219,"Local Government Act (RSBC 2015, c. 1) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/r15001_00 | Community Charter (SBC 2003, c. 26) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/03026_00 | BC Government — Local Government Land Use & Zoning — https://www2.gov.bc.ca/gov/content/governments/local-governments/planning-land-use | Agricultural Land Commission (ALC) — https://www.alc.gov.bc.ca",,
